Date,Dish 1,Dish 2,Dish 3,Dish 4, Dish 5, Dish
2026-03-08,Steamed white rice, dumplings (mandu), japchae (glass noodles), cubed radish kimchi (kkakdugi), orange slices, beef soup with noodles
